EmployeeID,Date,Steps,ActiveMinutes,CaloriesBurned,DistanceKm,SleepHours,HydrationLiters,,StreakLength,ChallengesCompleted,BadgesEarned,LeaderboardRank,PointsEarned
1ec92ec7-c830-4568-bca9-19d77092b207,2024-09-26T12:17:26.364Z,8482,63,514,12.14165926,7.930632004,3.527710874,,16,1,1,67,386
6daeb932-612f-48e4-8939-a958ab462a98,2024-11-11T22:43:33.648Z,11660,113,421,4.460853009,4.981699837,0.599153076,,15,4,7,18,46
aba51ada-265f-4024-8c91-68909408a155,2025-02-16T07:32:44.246Z,18421,13,424,4.873339982,7.706798769,2.412245105,,30,2,2,57,181
231a085d-e199-4a63-8a0c-75d6e2e33495,2025-04-25T16:25:54.328Z,19713,111,446,13.21649021,4.277371471,0.924277663,,6,3,2,18,297
4231174c-8faa-46b5-a676-ea01f9f214e2,2024-11-23T01:11:23.961Z,15096,112,348,12.11198827,7.818127086,2.508193393,,24,5,1,60,375
dec1d611-f3a4-4841-a7b9-23529b92e9fd,2025-07-25T06:40:32.925Z,3560,29,568,9.618518744,4.110788024,3.025437142,,20,1,2,25,385
1ea8bd8c-49ae-443e-a8b4-e1e376061752,2025-07-01T17:50:55.576Z,17273,129,786,9.28054603,6.797425964,3.998584702,,6,1,8,15,494
faaa5f32-8768-4cf9-8351-9ad010aa12ee,2025-01-31T01:44:48.776Z,10069,89,611,8.101903076,5.213072634,3.386351809,,25,3,2,61,388
a0cf55b8-fe29-44bf-948b-daf8cb41ebb6,2025-04-02T03:33:14.444Z,19684,159,635,12.94456399,5.251260627,1.826118903,,22,2,3,70,113
0a076b00-02b5-4f05-b91a-d415784df6a1,2024-09-02T02:45:11.347Z,19101,47,459,6.667248163,5.788811679,3.478569979,,19,1,3,91,432
4722c92e-fe50-4526-a747-81953355651c,2025-01-22T10:07:54.776Z,2245,73,369,13.76359332,6.213777833,0.732375565,,16,5,8,11,479
c5fca6be-3b32-4a35-bc40-8a5998963924,2025-04-18T05:16:13.329Z,17426,63,261,12.84920271,5.720919249,0.945689355,,20,4,1,18,254
fa576dad-e322-4b84-a126-f58b5ed5fa18,2024-10-31T21:45:06.162Z,11990,120,617,13.0396838,6.735585688,1.873854643,,12,2,6,27,24
0de4a1ff-81d4-4ca1-9a92-e4faf2b06d35,2025-04-12T06:53:17.359Z,15106,38,651,13.70592172,7.456401324,0.769436581,,5,3,5,41,75
18927bbe-30bd-4473-88db-4183996bf7a2,2025-08-09T21:15:11.841Z,2621,70,360,6.392109655,8.999181717,3.447170639,,28,2,5,48,407
38304cfd-a526-4fab-91d3-325de4ca53de,2025-02-08T22:43:23.468Z,17848,149,281,4.024351033,5.883638587,1.201040928,,12,5,10,81,297
469931dc-f11e-4bcf-b856-43fc4f73ad8c,2025-04-06T16:49:48.020Z,13786,178,237,11.02062112,6.079358954,0.969357736,,16,5,5,40,152
2e6a9e66-caa7-43ab-8ac9-27f505f40b59,2025-03-14T02:00:11.855Z,9974,166,741,3.647402267,7.120893341,2.567081487,,21,2,3,48,449
91c8eec5-a06e-4609-93f6-1313b5525d11,2025-04-30T03:26:39.740Z,5545,105,329,14.59710044,8.274529892,2.425043339,,2,1,10,16,479
6d1c440d-9116-46d8-8d06-9cd824552ace,2025-03-14T03:48:44.907Z,16012,146,357,6.1304836,4.216367039,2.149020494,,17,2,4,50,110
ad83413b-3293-4f2f-a67e-867464b1ae00,2025-04-25T13:21:10.900Z,6412,121,216,12.27358254,7.964050623,1.123927883,,21,3,8,53,163
18044e92-6447-4073-9d70-a1272e6b19b8,2024-10-05T18:34:25.942Z,6879,53,160,4.612048505,5.985017022,2.632193033,,25,1,9,83,361
0704f249-dc8c-4936-b89e-2752b4e438df,2024-09-19T06:48:22.845Z,16772,133,321,10.39204186,5.407786324,2.630228394,,24,1,4,24,365
d2b5d0a7-f6cb-418a-b9b7-9222770a1a94,2025-08-21T10:43:03.536Z,14764,140,751,11.81647807,6.125299358,2.830066802,,2,3,6,26,465
9183220c-dfa8-4b04-aece-a07c12f8c6e8,2024-11-03T14:41:23.745Z,3202,94,792,10.45650242,7.870743145,3.161711922,,27,1,7,66,156
7398a9bd-a451-45b7-a2bd-b47d24a6a8b9,2025-04-19T21:20:47.859Z,19416,18,321,14.69357689,5.154324032,1.267157277,,13,1,3,13,236
8da9f83b-ee11-418a-b78c-e7199c370b1e,2025-06-16T04:36:46.105Z,14606,118,402,2.981881526,7.695269043,1.88046549,,20,1,4,67,103
3774d5e4-ca04-47f0-bb7a-9c03a6856c68,2025-03-22T11:24:10.164Z,6709,13,732,5.492669481,6.823263853,1.5338313,,13,5,8,14,317
0f42d752-9bff-46fb-a828-85e442ebef6c,2025-02-10T06:56:36.144Z,13077,90,723,7.294488162,5.51401768,3.597807859,,2,5,6,49,57
09913213-363b-4104-95df-6891890c476d,2024-12-20T20:23:55.984Z,16344,40,479,3.003453888,5.210664344,1.957451446,,15,2,9,32,90
22e8d3db-56c6-407c-a47a-8488504a526b,2024-09-22T10:46:31.332Z,13490,152,775,6.155181819,4.838590381,1.226549582,,24,3,8,53,383
5cda1c27-8323-40ac-a8bf-29c79b712411,2025-03-03T10:36:06.380Z,4514,77,784,1.951293547,8.775434796,3.821399626,,20,4,3,83,405
6d056ce6-fdca-4c29-bd0b-72cd6bc6b265,2024-09-09T14:15:05.241Z,15283,142,728,8.456166673,8.267083419,3.235276061,,14,4,8,47,233
a0cc7924-03c6-47a1-94b4-3756c708357b,2025-06-06T22:33:11.806Z,12996,118,574,11.38282441,6.138590077,1.452646809,,16,4,4,7,496
54b054f1-24bc-4da7-8eff-ddc176517cf2,2025-02-12T09:29:35.274Z,10819,39,645,14.86136688,8.540392958,1.776949927,,22,1,1,11,120
40f69820-6b66-4015-850c-a1218246c273,2025-07-06T16:03:07.270Z,3900,82,548,4.497338855,7.265663974,3.704948255,,17,5,10,89,217
01e58810-c2cf-4a0b-9d0a-50c05a33cb56,2025-06-11T15:58:01.133Z,5946,111,629,11.57568261,5.951081667,3.615325034,,15,1,7,22,326
77986b8c-9586-4ddb-b418-604c158648ff,2025-06-26T11:37:45.409Z,16831,175,654,7.004980606,7.956812031,1.687560342,,8,2,9,75,218
44ab078b-e47b-44ae-aceb-bfd8e5d4da22,2025-03-21T15:47:13.667Z,3316,173,534,14.16196838,6.650165166,0.76814731,,28,4,2,15,486
441e75bb-8bea-4387-a184-eaf390d811bd,2024-12-25T14:44:01.919Z,11171,147,287,8.540402342,8.146114137,3.369393516,,24,1,5,81,488
09a31303-f53c-4eab-81c6-aa5618ed2f57,2024-10-28T12:17:29.369Z,12150,168,201,13.42120731,7.589710549,2.424843176,,20,3,9,84,361
3250e7d8-dfaa-478c-a2f4-b5055af3a5d1,2025-08-08T07:02:45.343Z,5962,142,436,8.727954501,7.343935827,1.944990464,,17,3,10,46,310
45089b1c-9963-4ca7-8fc6-47901d117d05,2025-07-28T11:47:46.999Z,13761,68,761,13.28557347,4.536285727,2.838886914,,24,5,8,8,414
a3c4e977-1894-45c2-b2c3-dc4c690f889a,2024-11-23T00:15:46.834Z,14194,169,181,2.037664901,5.232937406,0.908419226,,17,5,10,100,491
c48d4a6e-38a1-48db-a143-1d0439ecc7fa,2024-12-27T17:15:59.577Z,12995,177,464,5.717067235,5.953757985,3.768739646,,28,3,6,8,184
003f4c33-168d-4227-8233-d01d02d3315e,2025-02-20T14:26:58.496Z,15655,26,249,12.06210643,4.225324638,1.115153253,,15,1,6,91,316
3d15c0d3-d7f0-483c-a8fe-ebceb1a0fe70,2024-12-05T23:09:35.700Z,14660,121,563,9.970137057,4.30164974,1.330803182,,29,3,8,24,497
b546d245-1a45-426d-966b-db0df67017de,2025-06-03T12:09:13.254Z,7996,103,456,3.789027094,4.598017538,0.506581381,,11,1,1,29,43
1a7fba6f-c44b-4b39-9b5f-68e1aa088102,2024-11-16T02:20:08.025Z,5991,10,443,6.992073877,6.332870224,1.059451566,,5,1,2,34,459
08d53ecf-361c-4f75-a3b4-a41db26ca7fe,2025-05-04T22:29:23.768Z,16784,121,365,1.179948338,5.988696111,1.598322309,,1,4,5,23,192
1644a05a-d925-48ad-9530-438a8aef3d7a,2025-01-18T07:05:42.830Z,3754,16,248,6.657465371,7.747768482,2.134429424,,18,4,4,77,122
02d0c924-d290-4d82-8211-c8fa6aa768d8,2025-06-28T15:26:06.007Z,8623,91,767,7.971840251,5.489538359,2.074661768,,25,5,9,71,140
2e68e561-41d7-4c28-8ffc-428dda95cf35,2025-08-05T06:04:25.925Z,13728,81,349,11.33378191,8.54418131,2.130679702,,6,5,5,9,120
bea9666f-bb12-4261-a8f1-25cde9db4a87,2024-10-25T21:04:46.022Z,7625,74,212,7.734569335,7.870674917,2.727417186,,7,3,1,82,332
6e4c35af-8dd4-420a-86dd-43023c05b3b2,2025-08-09T08:56:37.387Z,8452,84,400,8.939603327,6.433696653,3.878536216,,27,1,10,53,37
aa1bfc15-dbcf-495b-b73b-c0e21a0981e1,2025-01-20T09:07:14.303Z,12435,56,276,2.708376986,8.397850665,1.20517978,,9,5,8,11,286
2f53b836-ba7e-43f7-997f-ca06c03454e6,2025-01-09T03:36:33.035Z,12505,68,407,10.9180829,8.077915665,1.59882766,,8,4,9,88,357
40a6cf62-7fbb-4555-a850-1ed1dae2cfae,2024-11-03T15:21:52.414Z,6519,131,464,1.936218529,8.988749427,0.608566636,,5,5,6,19,399
248f4c95-7664-4293-a42b-aa337e963a27,2024-12-22T22:24:27.338Z,8523,71,427,9.025830874,4.220697963,1.029042816,,26,5,10,49,236
78cf101e-a644-45bc-9fed-63df71e087fe,2025-03-23T22:22:40.669Z,12621,65,662,7.745335776,4.531372911,3.900598287,,19,1,1,17,228
cf104b64-f1ec-4cce-bd5e-a0a55d9e8441,2025-01-27T18:29:23.802Z,12419,137,586,4.832869201,8.096665382,1.716268673,,22,5,7,79,21
3e28ccd4-a7e4-4da3-b188-d59356eff09d,2024-10-05T14:11:02.913Z,3469,13,652,8.840644348,4.908891732,2.080076478,,10,3,1,23,26
f3caace0-f060-4148-a477-5e7971080120,2025-04-13T11:31:37.297Z,18729,127,278,4.925184968,6.066843258,2.316138361,,7,3,10,11,225
327da46f-8772-456f-a530-9812494e77df,2025-02-05T21:34:32.396Z,2883,24,755,9.809251939,6.174491042,3.593111475,,26,1,4,82,356
7faeee74-f23b-41f1-b935-b2ce2566d414,2024-10-02T06:17:55.791Z,4243,41,506,4.083079039,8.743590706,2.888445056,,16,4,3,11,320
11365dbe-8396-4d97-bdbd-a9145187a382,2024-10-14T18:20:35.949Z,6037,66,472,4.888548675,8.635150153,1.427652819,,22,1,4,99,251
36acfeff-c284-42fd-b07a-a61755494db7,2025-01-05T14:26:26.624Z,6082,134,595,4.224760659,7.353016477,2.609536597,,20,1,2,75,81
9a1df9cd-3799-4f91-90f3-e12f4476443e,2025-07-04T15:07:14.600Z,16844,141,387,10.95805846,6.091964931,1.742126128,,29,3,9,94,287
fdb54aeb-96ba-46b2-8c2c-6adc5f5b42b6,2024-09-22T18:14:00.283Z,9059,19,254,3.252232992,5.973643781,3.018449831,,3,4,9,69,187
0edfc9d8-678d-42bc-ab01-ec8e8c3ef928,2025-08-25T04:45:01.787Z,18053,127,567,3.282000312,4.862469104,3.018760857,,7,5,8,9,373
526ddee8-d511-4a6f-a6c3-4da5abb01f26,2025-04-18T20:48:08.768Z,18256,129,406,13.88040428,4.510975913,3.78990216,,29,3,2,53,235
fadb6573-b0b8-474e-9c8d-e7de6232c4cf,2025-03-28T08:13:45.925Z,6265,35,787,8.301307468,5.32224497,3.950294559,,30,1,4,73,205
0c2e9f4d-da8e-40ca-ac67-0153b3dcf71c,2025-01-11T04:55:42.935Z,14530,177,240,2.721067161,4.799057471,1.926985095,,9,3,1,93,131
894e59fa-81e6-4cde-882b-34a257737b5d,2025-08-03T04:51:09.181Z,11072,46,754,5.233595494,8.610027988,0.794563811,,6,4,1,66,255
44c97ff1-ed53-4d1d-a961-1d68f85f541a,2025-07-27T14:19:15.071Z,9480,34,610,12.88869531,5.250411562,3.797535922,,5,5,2,32,47
801fb8c5-63ef-4856-a5c6-8547e146f68e,2025-04-30T20:41:35.841Z,18676,112,774,4.978497065,7.320637387,0.525424707,,25,5,8,72,462
407ea76c-0a48-4812-aae0-fdec3ad96532,2024-11-17T09:31:59.721Z,11107,138,315,1.637310245,6.585034291,1.44484783,,10,2,6,14,498
d12390c2-ff31-416e-bcc1-808ed44db3d3,2025-03-08T15:35:21.809Z,13450,169,167,7.513391277,6.553842096,3.611144424,,5,3,7,99,410
5845ae11-2b47-4429-bfbc-bc73e3003731,2025-03-25T19:21:02.251Z,18381,28,689,11.80442296,7.202549547,0.847190154,,7,3,3,70,124
21ee23dd-bbae-45c5-8794-6bf3e039d7bb,2025-08-25T17:08:25.652Z,18727,11,443,9.45446187,5.131377135,2.742925112,,10,5,6,31,3
39579c90-67c0-4176-99dd-69de01f88a49,2025-04-20T03:50:39.175Z,5331,81,456,5.027531028,7.536002112,2.103672878,,30,3,8,80,225
dde5a5bb-eab2-4d07-bbc8-956475941d52,2024-12-29T09:55:49.862Z,15843,47,601,6.059868656,5.932418452,3.307748451,,3,5,7,9,442
62220281-671e-4e89-87e5-8d88b72fabbc,2025-01-19T00:48:42.309Z,15325,180,573,5.160534541,5.6709692,0.597781416,,30,3,5,66,58
f9f3d4e3-d72d-4c57-a0d9-6e4663a5ee9d,2024-09-13T19:32:49.541Z,9311,112,571,7.422674419,7.34059473,3.85220327,,19,1,1,65,150
d86d7731-caee-4002-a78c-a557eda8b512,2025-07-31T00:07:33.108Z,15445,87,467,1.313778053,4.122369532,1.720521821,,22,4,7,28,119
41e515a7-6f73-43ab-8452-9c5c4caf9286,2025-05-24T20:57:38.717Z,19714,41,266,10.06655193,4.666037396,1.765680503,,6,1,7,44,323
4f2faaaa-ae21-47b7-bd95-aaf28c1f3341,2025-02-18T02:07:59.202Z,3625,66,526,14.56911863,8.904632749,2.201576919,,9,3,6,99,306
032232bb-0cd6-45b0-91bb-fa4680f1ae56,2025-02-26T10:08:36.287Z,10634,101,354,2.457052323,8.054379291,3.126152463,,13,1,10,93,119
5a47070b-7f1c-4010-8f08-75147114cb36,2025-03-12T02:15:37.124Z,9002,24,362,9.888611587,4.364382553,2.302280643,,11,3,10,81,271
09f00c4e-f87a-4473-8b99-d03e06fd7118,2025-03-15T22:24:20.685Z,14524,17,153,4.428764198,6.419881079,2.442044702,,14,4,10,39,350
ea0c0730-2701-4ee0-9691-9f1617a565ca,2025-05-26T23:13:43.468Z,17085,180,547,8.367328248,4.749887071,2.1424812,,4,5,8,93,302
36cfe57e-ed15-489d-80ba-3b1c57fcb027,2025-06-16T16:29:08.609Z,16828,79,727,9.239160049,8.607438975,3.348017207,,26,3,1,57,100
90769999-de09-4aa1-90b0-0a2a49494502,2025-07-21T00:29:34.941Z,8981,153,484,13.33277345,4.117595325,3.873391746,,8,3,1,24,488
add6a0dc-5aaa-4951-9289-435e951bc5e8,2025-03-21T17:10:22.638Z,12911,93,305,4.98435025,6.059853848,1.155768399,,15,5,2,50,32
904c856f-001a-49a4-913b-77d9d2955892,2025-08-06T16:52:18.641Z,7473,29,473,6.751985935,5.975370111,1.591479857,,15,1,8,47,188
c9c3602b-2dbe-44bc-a4bf-bfca6e488653,2025-02-28T20:53:33.470Z,17190,113,273,7.589902407,6.412616389,1.620969288,,23,2,7,66,264
1f408f59-54ed-4a44-8e1a-5c6ec5bf0f5a,2024-11-03T01:11:52.846Z,16859,20,785,10.14445946,7.822246997,2.793589661,,11,3,8,23,112
6947d0c3-b2dd-4748-acb3-4982e52a8680,2025-06-28T00:22:39.951Z,15858,82,574,6.967966303,7.766885933,3.001225423,,24,2,3,91,352
18d1f1a0-72f7-4863-b4b2-784a331434c0,2025-07-07T02:36:23.992Z,3417,107,161,13.40426026,6.638451805,2.440553928,,24,1,4,48,157
42142177-b6fe-4418-9a94-604f69290ca3,2025-04-26T02:37:34.902Z,5279,46,740,11.0775027,5.913825229,1.448503136,,2,4,5,48,284
c0dda61f-649f-46c0-ace5-d7fe70775dee,2025-03-04T20:05:30.873Z,13710,34,603,9.851404311,4.675499827,1.446303293,,26,4,9,38,429
4128cf93-8ddb-4ba8-9116-1853d0264b99,2025-05-01T19:50:48.882Z,15566,91,289,11.74469976,7.406643339,0.819315809,,22,2,3,7,69
2982419c-9696-41fc-ba28-716afc3de942,2025-06-30T08:41:04.117Z,2534,134,202,4.395926852,5.61347372,2.587581804,,4,2,4,75,111
d3693985-65e5-4ade-8ae4-ecbee170bb95,2025-04-25T02:15:01.832Z,18844,91,738,8.122489058,7.888249471,3.693417398,,29,1,3,43,18
07cfa46a-e664-4d17-9144-ae199d6edccb,2025-08-13T13:06:21.432Z,7742,24,565,4.660640587,8.103895574,0.899413851,,23,1,1,92,209
86f3aa62-23af-4dc5-af13-fe1e76d67bb8,2025-08-23T18:31:57.361Z,5759,109,653,9.887883073,5.078113556,1.01144201,,1,1,3,80,8
911b2d70-cd0a-42cd-8744-79a970ca9c03,2025-03-05T08:30:09.463Z,13471,144,241,14.70256124,5.231922623,3.466569252,,19,5,10,75,289
957d1d33-62b4-429a-9eac-73af7d0ca0ef,2025-04-03T10:41:10.770Z,8506,111,414,4.708571593,8.113558806,2.622605575,,30,5,3,14,236
95d79b71-7c2b-4967-917b-f9166293bae6,2025-03-30T02:07:52.855Z,3694,33,268,9.639150425,5.735907916,3.082474831,,29,4,7,43,401
b49769c2-c636-455d-86ee-2ade25d0dda7,2025-01-17T07:17:09.185Z,7970,110,508,14.63031699,5.26384125,1.856134399,,3,5,6,18,317
ba3af561-2983-4e00-aac9-0bc7f747966d,2025-01-11T18:51:44.317Z,17475,171,347,14.1199832,5.214908969,3.858726463,,30,3,5,89,258
2b4cf6d7-da83-4a96-a551-ca46565859b7,2024-10-28T16:46:10.464Z,12875,162,223,3.838769329,6.677996551,2.051772656,,11,4,1,3,226
b10967f6-1cd4-4841-ace5-d778d045d067,2025-04-07T06:21:55.473Z,12452,67,609,13.43558684,6.463129538,3.373635802,,14,5,8,81,169
2e349f5e-1088-4233-afda-f38aba6e5a1f,2025-02-07T08:46:31.922Z,15343,116,385,4.196248723,8.086098631,3.175652618,,23,3,4,21,295
c03071ff-b067-4b51-92b3-0e784d205718,2025-08-25T08:59:09.651Z,16064,93,697,10.35175164,5.650806817,1.592670088,,9,2,10,16,444
0832e4d6-3776-4997-a9e0-96a998d73a74,2024-12-15T11:07:58.792Z,11628,71,243,3.173790017,7.618656908,2.04929356,,18,5,10,100,53
c1c94ade-9dc5-4edb-a4aa-b4739a5dded1,2025-06-18T10:10:14.776Z,17722,79,445,10.00853019,5.499490839,1.783464716,,28,5,4,81,87
3f8e8e7b-84db-4766-846f-43ebd58af21d,2025-04-18T08:46:58.376Z,3889,156,585,13.20024728,8.981879718,1.774020658,,7,2,2,34,116
1a41feac-dd34-4111-8fcc-c5de622a2dd2,2025-02-16T20:52:54.098Z,7642,88,636,3.446114745,8.713239837,0.570158605,,5,4,9,59,301
a1b780b4-30ad-459f-9b95-cb7c99a48307,2024-09-09T02:58:08.764Z,7761,62,190,7.020370616,7.329283199,2.443430109,,21,5,1,9,336
ad8ed950-e132-437f-8cd4-0afa2c24b5c1,2025-05-03T06:45:47.052Z,2219,175,441,10.21070494,5.977800929,0.946654818,,23,2,5,96,296
01f1e5e3-2b02-4986-a8bf-a3e71b783ed7,2025-06-04T09:59:44.277Z,18432,115,672,12.14775017,6.250749323,1.140842584,,1,1,5,97,232
84cf58e4-f223-4372-954d-20041509997c,2025-04-27T04:40:37.700Z,12355,83,186,12.70493679,4.379665247,2.42797944,,27,4,8,71,181
fe6e9ee5-2882-438d-bcf7-b1c82b3edd8d,2024-10-23T10:53:55.965Z,7530,126,257,1.922150635,7.185294433,1.971654137,,29,1,9,8,121
a0b66b35-3608-497b-a3d8-4b629ad0c584,2024-12-29T02:49:39.230Z,5446,100,668,5.650166648,8.251547403,0.699212636,,8,5,3,33,418
de9976e7-f47f-487e-ba20-9b4ceddd5482,2024-09-26T04:22:45.048Z,13195,60,264,14.39937574,5.657399543,2.972587057,,12,4,6,49,90
e06f5e4f-6d2b-4eda-8d33-156498fc88f2,2024-10-25T16:24:26.465Z,8648,32,680,8.20563605,4.638841725,3.02785623,,15,3,9,26,499
bda9e86c-3a52-47d6-bed8-7969f82dda92,2025-08-05T00:11:36.263Z,16733,94,653,10.54755491,8.158525906,3.145985531,,24,3,8,75,40
838fcc25-c230-412d-95e8-b35af0ae3791,2024-09-20T19:48:40.663Z,3806,90,465,1.675129445,5.179932986,0.787140066,,22,1,3,55,182
6a55f3d5-d0c4-417f-854a-1929a32cdfe7,2025-01-28T09:08:17.197Z,7835,173,313,11.70294883,7.035833254,1.328546125,,29,3,1,55,411
56dbe2e7-46c5-4cd4-8624-db4a5f22ad2e,2025-02-01T13:59:51.004Z,19279,147,675,12.0262918,8.584006865,3.306587213,,13,1,2,58,325
4456b59b-b8bc-475c-9806-faf2afaed76d,2025-05-10T05:31:53.899Z,9504,160,256,2.302976632,6.723878868,3.994698856,,24,4,3,69,456
ff319a59-cf9a-4130-8421-72033d08c752,2025-08-13T10:01:19.165Z,8692,118,323,13.11430548,7.627588426,3.920602676,,17,3,8,13,117
a238babb-5e0c-49d5-a025-9539e74fb64c,2024-08-29T12:53:16.802Z,8603,59,292,10.57798724,5.664840397,0.827102141,,18,2,8,90,332
523b8a13-fbb3-42fa-8ab7-dcdb9e18af46,2024-09-16T09:41:16.162Z,5017,80,609,9.564243857,6.007827088,3.993761031,,27,2,1,93,260
05e07fd4-218b-4421-8f11-4e07007b8fe2,2025-03-13T14:09:24.638Z,14085,67,174,4.103209836,8.39647347,2.822784915,,17,3,7,96,9
2f41c884-54ff-45ab-8bff-7f0a19cd35c3,2025-04-30T22:47:13.048Z,15420,76,623,7.927745329,4.640874051,1.772575287,,14,4,8,19,460
699032d0-d21f-4a6f-9e3f-17d80daefe7c,2025-07-15T03:36:40.950Z,9599,79,550,7.17934179,4.568693693,3.695753866,,5,3,1,37,19
53210e8a-7170-4bbc-be4b-ba8361d0b656,2024-12-01T02:46:57.238Z,5809,175,497,11.79210626,5.657381488,1.822488872,,16,3,8,13,239
636bf619-6c49-4d54-b407-066bb3410204,2025-06-22T02:57:08.460Z,7425,80,281,6.219268348,7.824740582,1.068746904,,3,3,5,90,180
5c17744c-fe09-4bad-ae39-ea2e6f154224,2024-09-03T05:55:41.380Z,15347,167,725,7.927976564,6.237401134,0.751503999,,28,5,2,69,283
ed8ac763-a9ab-4e2e-9eb3-514953ee7932,2025-06-08T06:07:12.594Z,8746,119,553,6.60068545,5.3817197,1.540006695,,8,3,3,19,355
1aac897b-fd38-4fda-af75-91d3f9131e3d,2025-07-10T06:42:55.818Z,19110,127,725,6.883207164,8.812971839,2.950641712,,18,5,3,86,386
0ad20d4a-eb21-4a48-91a2-677fb02f973d,2024-10-27T22:28:40.625Z,16371,49,256,4.218510447,5.684865991,0.690226378,,9,2,1,86,212
813cce86-7d63-4640-8fcc-0c8801109013,2025-03-28T12:33:08.471Z,10807,37,450,9.054694462,6.782838407,0.807284291,,5,3,10,21,33
dcd2b79d-71cc-4957-9066-db5720b13c2e,2024-10-19T15:48:11.769Z,11378,22,751,4.736272048,5.388428208,1.110495742,,15,2,8,21,220
28164d37-affc-4f48-84fe-048de9690bca,2025-07-13T00:22:12.074Z,15881,45,415,3.165180952,5.524083939,3.319234724,,7,1,9,87,280
b319cc86-e942-4111-942a-3da4a8a7e3d0,2024-09-04T07:32:42.331Z,4655,153,386,11.68419446,8.26509485,3.190928432,,17,4,9,29,176
683c5855-9428-4b81-9851-11debf428dba,2025-08-19T14:58:38.513Z,14731,161,390,11.69723716,8.880197705,2.392289589,,30,3,7,18,55
fe389391-915d-4770-9b41-7848a9523660,2025-05-30T04:00:08.664Z,19955,22,425,10.75374863,6.795142586,2.366759566,,28,1,6,90,32
b02512dc-0466-4ea6-8862-6a362a915248,2024-11-17T16:47:49.538Z,18105,162,492,12.05237567,8.034568197,1.608029442,,13,3,9,100,43
ed58ec3b-bc5c-4729-8e59-22e5354dd696,2025-01-09T15:59:52.903Z,18768,87,791,3.445490672,8.996250252,3.788507826,,14,5,9,2,5
bd0a619c-2774-407f-98a9-4263555638a4,2025-06-15T14:17:30.242Z,8085,87,661,12.79836188,8.866511009,1.035501987,,1,1,7,30,283
f9185e10-fcca-43f7-8436-34879051869e,2025-04-11T08:18:37.628Z,17413,122,227,11.98964837,6.297876027,2.674920322,,11,3,9,71,470
179bdd99-0893-46a2-804c-bf26d322fb15,2025-03-20T08:26:53.355Z,10718,50,582,7.331875097,8.878723677,3.545736961,,21,5,4,46,421
263aa936-3025-4f8b-9463-26a186d3cf3a,2024-12-08T07:31:15.214Z,13028,128,241,11.83825523,7.65542013,3.087525413,,21,2,9,56,441
913114fb-d5e5-4171-b8d4-6f5c1170b1c7,2025-06-15T08:47:38.980Z,6527,157,308,13.41683285,7.664258054,1.038685502,,15,5,10,15,320
9b549b16-ed94-4cfa-a8ac-ca80b5743a46,2025-05-06T10:16:39.820Z,4069,126,697,4.202654324,7.912776893,3.740663129,,9,2,9,94,47
03abd7c5-9d15-4738-96cd-223f59be9e5d,2025-03-16T22:01:53.362Z,8826,75,480,6.403841193,6.203314715,0.765032712,,22,5,1,59,154
1ead87bc-6d91-44a4-a356-89f15ddff4f5,2025-08-15T13:19:37.279Z,13036,67,218,12.59236388,5.946649149,0.692422794,,21,3,2,96,203
9a98e319-c062-4d78-a588-c79f334b0b34,2024-11-24T18:29:26.471Z,6699,152,236,9.111928687,4.250926301,0.753082777,,28,1,3,4,126
c61ea4ce-8021-45da-b67c-165aed897790,2024-09-07T05:46:01.194Z,12841,23,608,8.040828838,6.578115324,2.646714545,,19,3,5,97,275
38465d8d-93b9-402a-aed2-685735865301,2025-05-10T14:14:04.991Z,10270,154,528,12.77327191,7.751793986,0.789652333,,7,5,4,3,300
2f930fa1-ea32-47a4-a24a-747d6959f878,2025-03-27T05:18:48.247Z,17929,34,229,4.980818165,6.40016986,2.81735902,,27,1,6,92,88
15073a37-58c0-4468-8010-af7df0dbf95a,2024-09-01T19:18:00.413Z,9498,92,306,3.805071513,5.15226646,1.287464043,,28,4,2,17,270
b9060690-7211-4896-831b-82d8b3e48f67,2024-09-25T09:16:40.434Z,9469,147,560,12.55959922,5.64388253,3.365622514,,1,2,8,46,107
bf66f892-e198-4dfd-bb0a-a8f532f01708,2024-12-06T08:07:59.617Z,8836,68,428,9.36673493,6.509330628,0.654788636,,11,5,5,51,405
1be67519-c411-405f-8710-b2bf2e486c53,2025-08-26T12:45:54.557Z,6211,52,275,8.443632334,5.791784491,0.504019497,,29,2,5,70,399
30528cc7-35a9-40d0-9864-476ecdf540b4,2024-10-06T12:13:34.616Z,10016,104,310,11.80764902,4.332013825,3.993506942,,20,2,8,79,158
ffaf7ee2-9afb-43e8-b6bc-393b623a9f6b,2025-05-02T18:01:41.309Z,14364,169,392,13.99571719,8.94817037,1.146388389,,18,1,2,71,116
99a75dae-4f81-44a7-8dbd-6535db6fb66d,2025-02-12T15:37:58.492Z,17458,16,657,11.44939396,7.194582947,2.370606281,,5,1,7,49,374
00b64862-93b8-4601-ba5d-a8155096b5ca,2024-08-30T15:16:24.802Z,8677,160,627,8.935351966,4.911004635,1.980922602,,3,5,10,100,32
fbdd82a7-a75c-4f60-b9dc-96f04861a49e,2025-07-18T14:14:10.408Z,3609,173,282,1.0229275,8.949836337,3.992720537,,2,5,6,69,127
365526c8-f330-47df-ae98-af16043642b4,2025-04-24T19:27:20.912Z,13261,131,254,2.059292064,4.958341068,3.729733188,,9,3,1,3,196
